amount,mean,min,max,std_deviation
2,1851.50390625,1851.1171875,1851.546875,0.12890625
3,1849.4609375,1849.4609375,1849.4609375,0.0
4,1850.37890625,1850.37890625,1850.37890625,0.0
5,1851.57421875,1851.57421875,1851.57421875,0.0
6,1852.71484375,1852.71484375,1852.71484375,0.0
7,1852.33203125,1850.64453125,1853.61328125,0.7722291697579158
8,1847.75,1847.25,1849.25,0.806225774829855
9,1848.06640625,1848.06640625,1848.06640625,0.0
10,1849.5234375,1849.5234375,1849.5234375,0.0
